"id_item","estado_beta","prioridad","area_canonica","subarea","perfil_sugerido","tipo_item","aprovechamiento_opec","ruta_origen","lote","notas","fuente_backlog"
"MTV_B31_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I02.json","L021","La tarea real es recordar que la jornada laboral incluye asignacion academica y actividades complementarias. Pseudoaplicacion normativa. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B31_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I03.json","L021","Clasificacion conceptual sobre asignacion academica con distractores previsibles y sin accion profesional observable. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B31_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I04.json","L021","Pregunta obligacion general de actividades complementarias. La dificultad proviene del reconocimiento normativo, no del constructo evaluado. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B31_I05","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I05.json","L021","Comparacion declarativa entre conceptos de tiempo escolar con distractores extremos y baja capacidad discriminativa. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B31_I06","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I06.json","L021","Se limita a clasificar actividades curriculares complementarias. No exige juicio profesional mas alla de la etiqueta normativa. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B31_I10","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I10.json","L021","Aunque usa voz docente, la clave sigue dependiendo de recordar que la asignacion academica no agota la jornada laboral. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B31_I12","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Jornada escolar, horario laboral y asignación académica/MTV_B31_I12.json","L021","Sintesis de tres definiciones legales con distractores caricaturescos. No aporta valor nuevo al banco. / Ya auditado en L021; se conserva la trazabilidad previa y no se reprocesa en este lote.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I01.json","L005","El contexto no aporta una decision real; solo conduce a nombrar la contextualizacion como criterio general.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I03.json","L005","El caso termina reduciendose a poner nombre al dialogo de saberes; la tarea cognitiva esta inflada.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I04.json","L005","La clave depende del reconocimiento de un principio deseable sobre diversidad linguistica y los distractores se autodestruyen.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I05","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I05.json","L005","El contexto local-global es decorativo: la respuesta correcta ya viene insinuada como formula conceptual unica.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I06","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I06.json","L005","Aunque mas aplicado, sigue resolviendose por reconocimiento de la unica evidencia correcta y no por comparacion didactica fina.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I08","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I08.json","L005","El item no evalua decision institucional sino reconocimiento de la etiqueta 'gestion comunitaria'.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I09","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I09.json","L005","La clave es moralmente evidente y el escenario no produce discriminacion comportamental real.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I10","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I10.json","L005","Se resuelve con un lugar comun sobre conocer a los estudiantes y no con analisis de opciones tecnicamente cercanas.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I11","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I11.json","L005","El item etiqueta un clima de aula deseable pero no obliga a comparar decisiones ni consecuencias reales.","remanufactura/deuda-remanufactura-total.csv"
"MTV_B36_I12","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I12.json","L005","No tiene contexto funcional y resume una definicion de practica contextualizada en forma directa.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B01_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Formación integral, fines de la educación y desarrollo de la personalidad/NFL_B01_I02.json","L017","La respuesta correcta depende de reconocer casi literalmente el fin legal sobre pleno desarrollo de la personalidad y no de analizar una actuacion docente observable.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B01_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Formación integral, fines de la educación y desarrollo de la personalidad/NFL_B01_I03.json","L017","Pregunta basada en listado normativo y memoria de componentes transversales; los distractores son extremos y no modelan errores profesionales plausibles.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B02_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Cultura escolar, identidad institucional y PEI/NFL_B02_I01.json","L007","El contexto es decorativo y la respuesta depende de definicion escolar general; los distractores no sostienen discriminacion fina.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B02_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Cultura escolar, identidad institucional y PEI/NFL_B02_I02.json","L007","Pseudoanalisis con opciones extremas sobre PEI y manual de convivencia; no exige decision institucional autentica.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B04_I01","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I01.json","L014","La clave depende de memoria normativa sobre areas obligatorias y continuidad de la educacion basica; el contexto no modifica la naturaleza del recuerdo literal.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B04_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I04.json","L014","La clave depende de memoria normativa casi directa sobre objetivos comunes y formacion ciudadana transversal; el contexto aporta poco.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B05_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","RECONSTRUIR_OPEC","content/items/stand-by/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I02.json","L005","Depende de memoria literal sobre la composicion de la comunidad educativa segun la ley; no evalua aplicacion situada.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B07_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I02.json","L013-A","Convierte la pluridimensionalidad del derecho a la educación en una definición conceptual de las 4A; el contexto no alcanza a producir una decisión profesional situada.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B07_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Educación como derecho fundamental, bien común y derecho pluridimensional/NFL_B07_I03.json","L013-A","Pregunta una explicación doctrinal sobre educación como bien común, con contexto decorativo y sin tarea de juicio profesional observable.","remanufactura/deuda-remanufactura-total.csv"
"NFL_B08_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Igualdad material, discriminación positiva y debilidad manifiesta/NFL_B08_I02.json","L019","La tarea pregunta una definición de discriminación positiva en lugar de exigir aplicación situada, por lo que no genera evidencia suficiente sobre juicio docente o institucional.","remanufactura/deuda-remanufactura-total.csv"
"PPDC_B01_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Práctica pedagógica no homogeneizadora y diversidad/PPDC_B01_I02.json","L026","La mejor respuesta resulta demasiado obvia y varios distractores se van hacia segregacion explicita o reduccion extrema del curriculo, con bajo valor discriminativo.","remanufactura/deuda-remanufactura-total.csv"
"PPDC_B01_I03","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Práctica pedagógica no homogeneizadora y diversidad/PPDC_B01_I03.json","L026","Aunque parte de un caso reconocible, el item queda resuelto por una critica doctrinal demasiado evidente a las guias iguales para todos y no por juicio pedagogico fino.","remanufactura/deuda-remanufactura-total.csv"
"PPDC_B01_I04","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Práctica pedagógica no homogeneizadora y diversidad/PPDC_B01_I04.json","L026","Se responde casi por reconocimiento de la etiqueta DUA y por descarte de opciones extremas, sin competencia real entre distractores.","remanufactura/deuda-remanufactura-total.csv"
"PPDC_B03_I02","DESCARTE_TECNICO","-100","pedagogia","","por_confirmar","funcional","REUTILIZAR_CASO_OPEC","content/items/stand-by/Constructivismo, indagación y aprendizaje experimental/PPDC_B03_I02.json","L005","El item pregunta teoria del tanteo experimental mas que una decision didactica real; la clave depende de un lugar comun teorico y los distractores son obvios. / Ya auditado en L005; se conserva la trazabilidad previa y no se reprocesa en este lote. / Se queda en explicacion teorica sobre tanteo experimental y aprender haciendo. No exige actuacion docente concreta, la tarea cognitiva esta inflada y los distractores se resuelven por descarte facil.","remanufactura/deuda-remanufactura-total.csv"
"PPDC_B04_I01","DESCARTE_TECNICO","-100","pedagogia","modelos_pedagogicos","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Praxis pedagógica, didáctica y selección metodológica/PPDC_B04_I01.json","L057","La pedagogía orienta el sentido formativo de la acción educativa y la didáctica organiza su realización en el plano metodológico. / El ítem se limita a diferenciar pedagogía y didáctica como conceptos generales. No muestra una selección metodológica situada ni produce evidencia suficiente de decisión pedagógica observable.","remanufactura/deuda-remanufactura-total.csv"
"PPDC_B04_I02","DESCARTE_TECNICO","-100","pedagogia","Jerarquía entre metodología, estrategia didáctica y técnica","por_confirmar","funcional","REVISION_OPEC","content/items/stand-by/Praxis pedagógica, didáctica y selección metodológica/PPDC_B04_I02.json","L057","La respuesta correcta reconoce una jerarquía funcional real entre marco metodológico, organización estratégica y procedimiento concreto de aula.","remanufactura/deuda-remanufactura-total.csv"
