orden_piloto,estado_pilotaje,id_item,estado_beta,prioridad,area_canonica,subarea,perfil_sugerido,tipo_item,ruta_actual_o_propuesta,ruta_origen,lote,decisiones,acciones,fuentes,json_materializado,validacion_minima,destino_beta,notas
76,PILOTAJE_V1,lectura-critica-analisis-argumentativo-002,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-analisis-argumentativo-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-analisis-argumentativo-002.json,
77,PILOTAJE_V1,lectura-critica-estructura-textual-001,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-estructura-textual-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-estructura-textual-001.json,
78,PILOTAJE_V1,lectura-critica-interpretacion-textual-001,PILOTAJE_V1_CANDIDATO,90,lectura_critica,comprension_textual_critica,por_confirmar,funcional,content/items/lectura_critica/lectura-critica-interpretacion-textual-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/lectura_critica/lectura-critica-interpretacion-textual-001.json,
79,PILOTAJE_V1,matematicas-analisis-datos-002,PILOTAJE_V1_CANDIDATO,90,matematicas,aleatorio_y_estadistica,por_confirmar,funcional,content/items/matematicas/matematicas-analisis-datos-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/matematicas/matematicas-analisis-datos-002.json,
80,PILOTAJE_V1,matematicas-resolucion-problemas-001,PILOTAJE_V1_CANDIDATO,90,matematicas,numérico_variacional,por_confirmar,funcional,content/items/matematicas/matematicas-resolucion-problemas-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/matematicas/matematicas-resolucion-problemas-001.json,
81,PILOTAJE_V1,matematicas-resolucion-problemas-002,PILOTAJE_V1_CANDIDATO,90,matematicas,metrico_espacial,por_confirmar,funcional,content/items/matematicas/matematicas-resolucion-problemas-002.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/matematicas/matematicas-resolucion-problemas-002.json,
82,PILOTAJE_V1,normatividad-funcion-docente-001,PILOTAJE_V1_CANDIDATO,90,normatividad,carrera_docente,por_confirmar,funcional,content/items/normatividad/normatividad-funcion-docente-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-funcion-docente-001.json,
83,PILOTAJE_V1,normatividad-inclusion-001,PILOTAJE_V1_CANDIDATO,90,normatividad,inclusion_y_equidad,por_confirmar,funcional,content/items/normatividad/normatividad-inclusion-001.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/normatividad/normatividad-inclusion-001.json,
84,PILOTAJE_V1,EFCC_B06_I05,PILOTAJE_V1_CANDIDATO,90,pedagogia,Autoevaluación y coevaluación en transición,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I05.json,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I05.json",L054,LISTO_PARA_BANCO | OMITIDO_POR_AUDITORIA_PREVIA,,auditoria/L015 | auditoria/L054 | auditoria/L074,no,,content/items/beta-v1/pedagogia/EFCC_B06_I05.json,"En transición, la participación evaluativa gana sentido cuando se apoya en oralidad, representación gráfica y mediación cercana del docente. / Tiene mejor anclaje en práctica evaluativa real y no depende de palabras obvias."
85,PILOTAJE_V1,EIP_B01_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,proyectos_pedagogicos,por_confirmar,funcional,content/items/pedagogia/EIP_B01_I02.json,content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I02.json,L008,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco,,auditoria/L008 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B01_I02.json,"La transversalidad curricular exige continuidad, articulación con el PEI y presencia real en la enseñanza, no simples actos ocasionales."
86,PILOTAJE_V1,EIP_B01_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,proyectos_pedagogicos,por_confirmar,funcional,content/items/pedagogia/EIP_B01_I03.json,content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I03.json,L008,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco,,auditoria/L008 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B01_I03.json,"La educación ambiental tiene sentido curricular cuando conecta comprensión del entorno, cuidado y prácticas formativas sostenidas."
87,PILOTAJE_V1,EIP_B01_I04,PILOTAJE_V1_CANDIDATO,90,pedagogia,proyectos_pedagogicos,por_confirmar,funcional,content/items/pedagogia/EIP_B01_I04.json,content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I04.json,L008,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco,,auditoria/L008 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B01_I04.json,"La educación sexual curricular exige continuidad, adecuación al desarrollo y responsabilidad pedagógica institucional."
88,PILOTAJE_V1,EIP_B01_I05,PILOTAJE_V1_CANDIDATO,90,pedagogia,proyectos_pedagogicos,por_confirmar,funcional,content/items/pedagogia/EIP_B01_I05.json,content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I05.json,L008,BANCO_OPERACIONAL | LISTO_PARA_BANCO | Listo para el banco,,auditoria/L008 | content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B01_I05.json,La apropiación ciudadana ocurre cuando la norma se enlaza con experiencias reales de participación y convivencia escolar.
89,PILOTAJE_V1,EIP_B04_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,Singularidad y diversidad en la infancia,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EIP_B04_I02.json,"content/items/stand-by/Identidad, autonomía y reconocimiento del cuerpo/EIP_B04_I02.json",L019,LISTO_PARA_BANCO,,auditoria/L019,no,,content/items/beta-v1/pedagogia/EIP_B04_I02.json,"La opción correcta reconoce que la identidad infantil se construye cuando la escuela legitima la singularidad, la historia y la expresión emocional, en lugar de estandarizar las producciones."
90,PILOTAJE_V1,EIP_B04_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,Desarrollo de la autonomía en transición,preescolar,funcional,content/restructuring-v1/docente/pedagogia/preescolar/funcional/EIP_B04_I03.json,"content/items/stand-by/Identidad, autonomía y reconocimiento del cuerpo/EIP_B04_I03.json",L019,LISTO_PARA_BANCO,,auditoria/L019,no,,content/items/beta-v1/pedagogia/EIP_B04_I03.json,La autonomía infantil no es abandono pedagógico ni autosuficiencia temprana; se construye gradualmente en situaciones cotidianas con mediación del docente.
91,PILOTAJE_V1,EIP_B05_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I01.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I01.json,
92,PILOTAJE_V1,EIP_B05_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I02.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I02.json,
93,PILOTAJE_V1,EIP_B05_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I03.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I03.json,
94,PILOTAJE_V1,EIP_B05_I04,PILOTAJE_V1_CANDIDATO,90,pedagogia,desarrollo_preescolar,por_confirmar,funcional,content/items/pedagogia/EIP_B05_I04.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B05_I04.json,
95,PILOTAJE_V1,EIP_B06_I01,PILOTAJE_V1_CANDIDATO,90,pedagogia,teoria_curricular,por_confirmar,funcional,content/items/pedagogia/EIP_B06_I01.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B06_I01.json,
96,PILOTAJE_V1,EIP_B06_I02,PILOTAJE_V1_CANDIDATO,90,pedagogia,teoria_curricular,por_confirmar,funcional,content/items/pedagogia/EIP_B06_I02.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B06_I02.json,
97,PILOTAJE_V1,EIP_B06_I03,PILOTAJE_V1_CANDIDATO,90,pedagogia,teoria_curricular,por_confirmar,funcional,content/items/pedagogia/EIP_B06_I03.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B06_I03.json,
98,PILOTAJE_V1,EIP_B06_I04,PILOTAJE_V1_CANDIDATO,90,pedagogia,teoria_curricular,por_confirmar,funcional,content/items/pedagogia/EIP_B06_I04.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/EIP_B06_I04.json,
99,PILOTAJE_V1,GA02_B03_I03,PILOTAJE_CON_AJUSTE,90,pedagogia,didactica_y_planeacion,orientador,funcional,content/items/pedagogia/GA02_B03_I03.json,"content/items/stand-by/Didáctica, diversidad y planeación de aula/GA02_B03_I03.json",L043,BANCO_OPERACIONAL | LISTO_PARA_PILOTAJE | Listo para el banco | OMITIDO_POR_AUDITORIA_PREVIA | OPERACIONAL_AJUSTADO,ajuste_menor_pre_pilotaje | pilotar,auditoria/L012 | auditoria/L043 | content/items | content/items/_banco-operacional.csv | fase-5b/banco-operacional/part-001.csv | fase-5b/remediacion-liviana/part-001.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/GA02_B03_I03.json,El PIAR requiere articulación interdisciplinaria y corresponsabilidad.
100,PILOTAJE_V1,GA02_B05_I01_concepto_curriculo,PILOTAJE_V1_CANDIDATO,90,pedagogia,teoria_curricular,por_confirmar,funcional,content/items/pedagogia/GA02_B05_I01_concepto_curriculo.json,,,BANCO_OPERACIONAL | Listo para el banco,,content/items | content/items/_banco-operacional.csv,si,clave_ok | justificacion_ok | opciones_ok,content/items/beta-v1/pedagogia/GA02_B05_I01_concepto_curriculo.json,
